x,y,z
0.1,0.0,0.0
0.085,0.016,0.0
0.07465000000000001,0.02944,1.3600000000000002e-05
0.06786850000000001,0.0410895898476,3.5304960000000006e-05
0.06385166347714001,0.05153762998817722,6.248574908571842e-05
0.06200455845379559,0.06123847994644763,9.414366816814856e-05
0.0618896466776934,0.07054676612622468,0.0001302314438993966
0.06318821459497309,0.07974356133361289,0.0001712879593194678
0.06567151660576906,0.08905613182166915,0.00021825073279423577
0.06917920888815407,0.09867286983180927,0.0002723702305360741
0.07360325802970236,0.10875462613202509,0.0003351839366622363
0.07887596324505076,0.11944335444915945,0.0004085272060201841
0.08496107192566707,0.13086875279410712,0.0004945687582537552
0.09184722405593308,0.14315341658335434,0.0005958648782783049
0.09954315293504627,0.15641689098112027,0.0007154300199857755
0.10807421364195738,0.17077891437931753,0.0008568237245916411
0.1174799187525614,0.1863620734127349,0.0010242552188815274
0.12781224195158744,0.2032940363848184,0.0012227081269347666
0.1391345111165721,0.22170949196255466,0.0014580886300533836
0.15152075824346947,0.24175189011709358,0.001737401275193452
0.1650554280245131,0.26357506001129183,0.002068957546662922
0.1798333728225299,0.2873447629683667,0.0024626233391971688
0.1959600813444054,0.31324022637167703,0.002930112651288143
0.21355210309849615,0.3414556952719302,0.003485336200663718
0.23273764192451127,0.3722020318062137,0.004144815295053243
0.25365730040676665,0.4057083876506935,0.004928173221173079
0.2764649634933557,0.442223971168117,0.005858718700388186
0.3013288146445699,0.48201992831085655,0.0069641386668292254
0.3284324816945129,0.5253913544143842,0.008277320829822351
0.3579763126024936,0.5726594525311433,0.00983733027713748
0.39017878359179103,0.6241738527100462,0.011690568863535344
0.4252780439595293,0.6803151054382456,0.013892151432266714
0.46353360318133674,0.7414973611475127,0.01650753917679036
0.5052281668762632,0.8081712460539088,0.019614477828876146
0.55066962875291,0.8808269424267946,0.02330529704395784
0.6001932258039927,0.9599974784102805,0.02768963755689592
0.6541638636949358,1.0462622284259504,0.03289768463906565
0.712978618404588,1.1402506195679796,0.03908400036413627
0.7770694185790967,1.2426460317512205,0.04643206347059908
0.8469059105549153,1.3541898690407184,0.05515964449511253
0.9229985043277857,1.4756857657496274,0.06552516564625199
1.005901593541062,1.6080038724857038,0.07783521987977404
1.0962169353827582,1.75208514301031,0.09245345205971424
1.1945971665268909,1.9089455108426236,0.10981103707852419
1.3017494181742508,2.079679802841026,0.13041902532002198
1.418438975874267,2.265465182817204,0.15488286454699202
1.5454929069157075,2.4675638482112294,0.1839194483939926
1.6838035481100357,2.687324612806263,0.21837708367383357
1.8343317078144699,2.926182893292647,0.25925880918002303
1.9981093856361964,3.1856584710679443,0.30774953363673246
