x,y,class
2.908050080134809,1.5366493471883207,0
4.081791679198325,2.7606748318024286,0
2.5088708637615698,1.9977279897051075,0
3.9188215029985862,1.8963678988767345,0
3.626493456316078,2.4384862194363275,0
3.0288551183200525,2.7692328122946037,0
3.5877522145087704,3.7523175792427934,0
1.9414974455726468,4.055972413826633,0
3.747750265534279,4.064676588068052,0
4.520129587848009,1.511397064060608,0
4.859989891802612,1.4013869728600368,0
2.3539263872864633,3.3373250015283134,0
4.046728725333615,3.6291433403788025,0
3.3630590947181016,3.5557496970083164,0
1.9114504679967588,3.023694771837315,0
5.499176640678074,0.5099696070312074,0
2.76513761258434,2.902436540390188,0
2.1134706584752156,2.863286762302048,0
3.1019789267861806,2.7490704635333856,0
2.9211876955743805,1.9148358337613884,0
3.5949284507663584,2.361091927625808,0
1.8921631417944376,5.106145756316062,0
2.432612229728893,2.5200502071135347,0
1.0767701443863391,3.399588542182945,0
1.951816129410758,2.3061212971149905,0
3.7453391469874635,3.536909994782049,0
2.2672782226826564,3.5557156295292125,0
3.4322893013937152,2.864196022282322,0
2.058893907770433,3.4847673630213287,0
1.4671785470491416,3.404978890358321,0
3.012826124653769,1.7682844411449974,0
1.9469149772124126,5.516221824409655,0
0.9609714957065951,3.0944873093450513,0
2.6851766646248336,3.490314717104571,0
3.354976187654998,3.9507113455890543,0
3.7603717988111836,3.0115036262222143,0
1.6239430421753593,2.728445316292882,0
3.542252051154388,3.535522208391446,0
4.15999803996236,2.834994950649649,0
1.8205974348491683,2.4547010487756094,0
3.270502669829614,3.980237559104217,0
4.006888399238099,3.7821562548348515,0
1.7514083406029346,2.5761665537056535,0
3.5526081537157994,3.329603425322976,0
3.863118290100327,1.7726219740820692,0
3.6248740274466567,0.23046704530194662,0
2.507822405938706,3.0691481980026003,0
2.6499974280598457,3.869345174313869,0
2.783235794288025,3.017118494727336,0
3.689713394498695,2.116856848072158,0
4.497248068506295,2.353455420245951,0
3.6044912482546287,3.2149501291478204,0
2.5763992943637515,3.1044191709601687,0
3.3115720464974663,2.5329368401616206,0
5.200548970309566,1.986262111511234,0
3.0011833772303116,4.128292866378593,0
3.5079712156185754,4.079540800569931,0
1.4675253432859765,2.765870462482723,0
3.038858595041764,4.2584231596210715,0
2.1786607259791144,2.9445309623493108,0
4.8800054154327,3.3839696454932717,0
3.433214559771839,2.9365041302584336,0
4.1890312255686135,1.1288872011977016,0
2.18493132575043,2.4340467098950413,0
3.1281373457711608,3.0029998099152673,0
0.8689951088429897,3.1109424058281556,0
2.146768574462002,5.8272617096261605,0
2.728591627487091,4.058810284122132,0
2.445164654316961,2.7550497029153815,0
2.14690532243811,3.8483125348847453,0
4.32561460113884,1.734595180499349,0
3.5176479281443145,3.781605034371316,0
4.388383867823235,2.527264050167012,0
4.588105586237022,1.9134052525633578,0
3.359939299010381,2.6706987717546276,0
2.8656976742409745,4.256124227068185,0
3.696753523001947,6.075396975440604,0
3.0888463665902957,2.418323212861286,0
4.352080464448765,3.422272054976574,0
2.722081772514679,4.486865367958822,0
4.632090712740068,1.6886958880703176,0
2.7927183612134443,4.363915643888646,0
2.4081511749053766,4.875458432577466,0
3.043657584564155,3.596804393703974,0
3.350396787390891,2.0743502872375545,0
3.010370118370795,2.468998055942325,0
2.7515527942497258,4.259469355707855,0
3.838336666931173,2.9380214393218527,0
3.448828565905421,4.6975477535858365,0
3.136768908279356,2.76120498582851,0
3.9055369969808194,2.5975422034830657,0
1.9259813902296925,5.054727127192695,0
2.040526207124081,3.3200196492985397,0
3.6022918868825275,2.8431881120431637,0
5.070296192235622,5.114955554352873,0
3.592839575341341,1.6127843026096276,0
3.5561306284336305,1.3954224748670738,0
3.732211910727842,4.020767357821049,0
3.4834111474928067,4.442454339395851,0
3.3493432353943184,2.218247007784107,0
2.685958333652745,4.2543929152310245,0
0.885936175433534,3.342326158319103,0
1.7576800233159695,5.380900664295797,0
1.4686086911585297,0.6526563128935372,0
3.923046770318937,3.846784251717944,0
2.1692377673359067,2.7227146766302615,0
1.4820043088935249,2.6642870399204437,0
3.712993626751176,3.1564088218363557,0
2.7972064950022277,2.251671482490356,0
4.037656057379635,4.783329112452407,0
4.440021409493939,1.6297031495055336,0
3.2016746796800204,2.170752349252551,0
2.6845635029003914,3.478927589360632,0
5.847999452447145,3.3975347541313856,0
3.09304684363927,2.5606909032117375,0
3.7011825100720643,1.4011979711958733,0
3.8303745312228004,4.014965869832045,0
2.128290667770508,4.762561910532919,0
5.468065950692212,2.3043022120273853,0
3.9321842685605004,2.6118638554487577,0
2.3907285459286864,3.9739964946944317,0
3.4641561660129003,1.7686160822510992,0
1.5289889797448184,3.3211588794974385,0
1.615002140449285,1.7664804087609034,0
2.8264170401787374,2.593320069410127,0
3.498431711140221,5.171684815667935,0
1.7867474354535537,4.644428702110279,0
1.667940454585917,3.153386833564034,0
4.208675326054665,5.585236578004911,0
1.355470332337408,4.874192845457164,0
3.0112281209272114,3.275382711510795,0
3.681367258287903,5.083497572390308,0
5.645155623297826,3.5457180422411536,0
2.490275457429147,2.299221943721425,0
0.8099952130389059,1.4635227136880995,0
4.198139351670057,1.2890584956401019,0
1.778412313445867,2.4589022797445463,0
2.3221343360065507,2.1308791300314516,0
1.9892029781727398,2.4241085840589287,0
4.5600013280631035,3.797524498763866,0
3.2021457254302477,2.32808705859307,0
3.1958261902070086,3.3562391139934453,0
2.1727149968130823,1.8736694752560419,0
3.3221921237084975,2.2905322325745545,0
2.2473871548187674,3.0081458554240785,0
2.957892471764819,1.9950126053346844,0
4.703339482558681,3.34745409055044,0
2.843285380904379,3.7881293809163665,0
4.470692538928598,3.050537465397584,0
0.3628102725141562,1.7505510572564609,0
2.946107295555916,3.1593720884966934,0
4.488306761363019,3.555250500461632,0
2.7388885867852366,3.889921742960873,0
2.37799303093976,4.046476557665883,0
1.4152407598672785,4.647948845248177,0
2.8655330707777877,3.9249341923248533,0
2.7928866780963375,1.5895539247158659,0
2.808755671366422,3.076068961481313,0
3.2780277620577265,3.1559777009065964,0
3.4578874473534094,2.4547369720263883,0
1.2775703727444974,2.5663569995186872,0
1.6001183382096877,2.827473071693288,0
2.725303397779815,3.0876139973844636,0
2.4770193880747358,3.6742533912834388,0
3.634261974280412,3.743794952649088,0
3.4276397458673817,3.8188603467874076,0
4.005918548994495,3.144097933653901,0
0.7831125646565034,2.4008323632386346,0
4.698345756403992,0.8206237745119749,0
3.17086725764234,2.4484294084983778,0
4.577925957489279,3.4710488877349057,0
2.7889713497986035,3.0836230590647205,0
1.3490396978551502,5.119756172601666,0
3.816320967162291,2.1481726997066937,0
2.4852835879609754,3.6563295598751737,0
2.3796562741563383,2.216344353238913,0
3.9611053996739796,2.9600693839275034,0
3.5080782576351615,4.0533576269961085,0
2.2599664432185205,4.703512612747286,0
4.067767872107755,2.0425018403553157,0
1.7845921174823904,3.2349553301451683,0
3.4404572355217953,2.3676701931894524,0
2.84662713711538,2.8816990917939944,0
2.7540233169510455,3.4987274749566475,0
4.688813196489885,5.049050120716565,0
2.3098565299590526,3.0787913777768647,0
2.5212616252734694,3.0592309143768057,0
2.717352332507801,4.5154619000831335,0
4.100958327045112,2.5367166475153304,0
4.505151173553247,2.4336601600237358,0
3.274372902445597,3.7259267398106224,0
2.768849612607224,2.3721672601240025,0
3.4719114905757604,3.9567066444047585,0
2.9920636018738755,4.949458447432053,0
3.862286149675566,2.5944095534247436,0
3.884282989825969,2.8285404646839787,0
3.6093946113959583,3.8225769503235343,0
3.6703612348250925,4.74644665554863,0
3.351447042950893,3.6570645183413433,0
2.852890373748889,1.6192627289761186,0
2.55727932716577,3.2525996117870166,0
0.5091296104710219,3.439653245102381,0
3.5130249375645937,4.241414286570638,0
3.495353036464466,4.22814372962711,0
3.0986463179310566,2.6535575734690044,0
3.639156318346379,2.0361471194721297,0
4.440019622363373,1.9005948798280137,0
4.552225918993301,2.494588292169784,0
2.5764212920432543,1.9821749998706557,0
2.837048287565391,3.16353672955802,0
1.5358549951850113,1.2621071198999336,0
3.006093246851248,1.5261336301124842,0
3.660150281887113,4.214639465461511,0
2.4811038948545265,6.265781996274237,0
2.9915591359124365,1.925001887939029,0
4.906262090893867,3.4855468559670317,0
2.4866572035585373,2.9618066034955555,0
4.434344352731609,4.653076124433798,0
2.9868506190635733,1.9326473776246715,0
2.4618298638717464,3.720022369075772,0
3.057668609985871,3.363337110572288,0
3.376896948103417,4.616182254870556,0
2.6763717324817575,2.882774685052418,0
0.8699920900575573,2.8548108208616685,0
1.2218021089406852,2.2262642306027995,0
3.0796566753766728,2.382847614936515,0
2.8771881695675834,0.717661278461315,0
2.577053664713923,3.1738869205240676,0
3.010842912927572,3.416569812445357,0
2.2841409391141387,3.686684683986444,0
2.4312068173742554,2.7265807516880867,0
4.013278346403964,4.464461279758805,0
3.8660912769721283,1.882987085372506,0
2.6793105564589395,2.5225232161789757,0
3.107163933906439,4.642724495660489,0
4.186972259363754,1.8040279077478478,0
3.3698795516830993,3.2844944391430513,0
2.352632240302003,2.634025896001773,0
4.214673240164114,2.8735238258753757,0
2.8731464816831034,2.572432845731015,0
-0.39356789882003573,3.1494483802206954,0
3.9644352669026595,5.110823121551252,0
5.437962568278284,2.052552664339082,0
3.042878851199576,2.511687898188928,0
3.3521297037604225,1.9755385453611085,0
3.340660052058861,3.718771597220231,0
3.6920686253445005,3.4567597312226286,0
4.087116915746525,2.8333990539448424,0
2.621040564998347,2.9876863773209137,0
2.7502746110215543,3.43464514408095,0
4.115271242665236,2.932964825177107,0
1.3050755237277756,1.3605232216943406,0
3.469995983938339,3.647700934186665,0
3.57637640385936,0.3841782896333479,0
3.831412837045599,5.824512743049292,0
3.019002074336526,2.816956098980174,0
4.17664164760605,2.310123437454063,0
1.97647635537646,4.253319309235266,0
2.0872608993258908,3.7328988339291813,0
2.502698994907741,2.731743345920094,0
2.127342795488988,3.5494526965039777,0
2.9826343361604577,2.8796502509049504,0
2.5927841807544794,2.456186367747284,0
4.152242806047914,3.872304160449427,0
4.02307155391194,1.8652329385164226,0
3.467578025463731,1.3399595559041797,0
4.615077122380318,4.85178156879534,0
4.451592795404084,3.5268755715356908,0
3.6141177871847843,2.8686952097647405,0
2.2051101420590586,3.9231523445932295,0
4.079249937223066,2.590479296307114,0
1.6033508780337176,2.453779666442779,0
2.5783337876381394,2.289748670221284,0
