x,y,class
-0.01838998397303826,0.2230542485330473,1.0
-0.2674950081203276,-0.012772913094530412,1.0
0.2666606808415613,-0.3364492120378496,1.0
0.027468784785713657,-0.32219308364723975,1.0
0.0019959674203005318,0.10412906755618445,1.0
-0.07553572466952853,0.14535304717868353,1.0
0.3331413729100839,0.13801930606569454,1.0
-0.04717658283294976,-0.49224978131943603,1.0
0.3226888240525988,0.20659664820510568,1.0
0.10854871442787842,0.6158331769376091,1.0
0.2496587876016296,0.06655110134264455,1.0
0.2202999390037882,0.03915041125355408,1.0
0.40605361371788395,0.3252678764589678,1.0
0.46045607211664913,-0.032701672667062365,1.0
0.119177026282073,-0.08296287129508102,1.0
0.562309242454961,0.38998696884740397,1.0
0.5202116116118781,-0.02455298610924278,1.0
0.6024113203679289,0.3243128124686655,1.0
0.7115428589382411,0.09905213175911648,1.0
0.12702346050778712,0.16665456341620621,1.0
0.8131158417516743,0.0685541218194404,1.0
0.13687723610844188,0.376712370934826,1.0
0.3419376664004178,0.2880107505653181,1.0
0.5522039079124932,0.29296966888060405,1.0
0.7066695803391684,0.26201252407471864,1.0
0.6347013531500428,0.2619347960767914,1.0
0.5919639031586901,0.6291779297923369,1.0
0.6398797510502863,0.6019751531953987,1.0
0.3192649283311747,0.661628670370156,1.0
0.5487962991798325,0.26023697234754556,1.0
1.0497841198552702,0.6115178608317096,1.0
0.0566158385332427,0.21740074114120367,1.0
0.5110783092712905,0.9043834262884611,1.0
0.5406981294600816,0.9841930577460807,1.0
0.3837729583403011,0.9370897081645451,1.0
0.5332903740441337,0.7855015865475781,1.0
0.5792488512745588,0.8366807320760998,1.0
0.5055341787299118,0.7216560098023084,1.0
0.5354542387042501,0.6232808873831651,1.0
0.32829420567277784,1.0014656654591179,1.0
0.6570224630277075,1.0674477045979374,1.0
0.401551512932117,0.8045934520372142,1.0
0.29763753306393204,0.6421556542990395,1.0
0.9288716521526175,0.8472674953436989,1.0
0.38116036821403265,0.907192368519836,1.0
0.38419484154837247,0.8844267582749707,1.0
0.07963243290617966,0.681854214809448,1.0
0.526833362077079,0.7891339215390567,1.0
